성별,연령,키,몸무게학업성적,경제상태,건강인지,운동일수,스트레스인지,피로회복정도,음주경험,흡연경험,주중_인터넷이용시간,주말_인터넷이용시간
2.0,14.0,166.0,45.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,10.0,10.0
2.0,14.0,159.6,46.0,4.0,2.0,3.0,1.0,4.0,1.0,1.0,120.0,240.0
2.0,14.0,163.0,43.0,5.0,2.0,1.0,2.0,4.0,1.0,1.0,300.0,300.0
2.0,15.0,158.3,47.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,120.0,180.0
1.0,15.0,172.0,80.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,30.0,60.0
1.0,14.0,165.2,47.0,4.0,3.0,2.0,1.0,3.0,2.0,1.0,300.0,480.0
1.0,12.0,164.3,68.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,300.0,420.0
1.0,12.0,168.4,62.9,1.0,2.0,1.0,8.0,1.0,1.0,1.0,0.0,0.0
1.0,12.0,167.1,51.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0,0.0
1.0,13.0,163.0,60.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,60.0,240.0
1.0,12.0,150.0,45.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,60.0,60.0
1.0,12.0,164.0,61.2,1.0,2.0,2.0,4.0,1.0,1.0,1.0,0.0,90.0
1.0,13.0,170.1,52.5,1.0,3.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0
1.0,13.0,171.0,67.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,120.0,120.0
1.0,12.0,161.6,52.5,2.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,90.0
1.0,13.0,169.0,51.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,180.0,0.0
1.0,13.0,170.0,76.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,60.0,120.0
1.0,13.0,180.0,56.0,2.0,2.0,2.0,8.0,4.0,1.0,1.0,0.0,0.0
1.0,13.0,172.0,75.0,1.0,1.0,2.0,5.0,3.0,1.0,1.0,0.0,30.0
1.0,12.0,167.5,48.0,4.0,2.0,1.0,8.0,1.0,1.0,1.0,0.0,40.0
1.0,12.0,161.0,52.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,60.0,120.0
1.0,12.0,164.2,48.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0
1.0,12.0,167.0,70.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0
1.0,12.0,170.0,66.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,30.0,90.0
1.0,13.0,164.9,45.3,1.0,1.0,2.0,5.0,4.0,1.0,1.0,0.0,0.0
1.0,12.0,155.0,45.0,2.0,1.0,2.0,8.0,3.0,1.0,1.0,60.0,120.0
1.0,13.0,150.0,49.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,60.0
1.0,13.0,168.6,60.0,3.0,2.0,2.0,6.0,2.0,2.0,1.0,110.0,150.0
1.0,12.0,163.0,63.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,0.0,300.0
1.0,12.0,162.4,45.0,2.0,2.0,3.0,5.0,3.0,1.0,1.0,20.0,120.0
1.0,13.0,157.9,53.0,3.0,3.0,2.0,5.0,3.0,1.0,1.0,10.0,40.0
1.0,12.0,164.0,64.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,30.0
1.0,13.0,154.0,38.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,120.0,180.0
1.0,13.0,158.0,48.5,1.0,1.0,1.0,6.0,3.0,1.0,1.0,130.0,70.0
1.0,12.0,169.0,56.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,180.0,360.0
1.0,13.0,156.0,52.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,0.0,60.0
1.0,13.0,168.0,64.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,20.0,30.0
1.0,14.0,160.0,45.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0
1.0,14.0,170.1,48.7,2.0,3.0,2.0,2.0,4.0,1.0,1.0,120.0,120.0
1.0,13.0,161.0,48.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,120.0,120.0
1.0,13.0,165.9,61.0,3.0,3.0,1.0,5.0,3.0,1.0,1.0,180.0,300.0
1.0,14.0,176.0,72.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,60.0,60.0
1.0,13.0,168.0,70.0,3.0,2.0,1.0,8.0,5.0,1.0,1.0,80.0,120.0
1.0,14.0,180.0,50.0,2.0,2.0,2.0,5.0,3.0,1.0,1.0,0.0,0.0
1.0,13.0,172.4,84.0,4.0,2.0,1.0,4.0,5.0,1.0,1.0,120.0,120.0
1.0,13.0,167.0,60.0,2.0,2.0,1.0,1.0,5.0,2.0,1.0,60.0,30.0
1.0,13.0,169.0,70.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,60.0,140.0
1.0,14.0,177.0,63.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0
1.0,13.0,165.0,72.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,120.0,180.0
1.0,14.0,170.0,89.0,5.0,3.0,2.0,1.0,4.0,2.0,1.0,240.0,540.0
1.0,13.0,171.0,49.5,4.0,3.0,3.0,3.0,3.0,1.0,1.0,180.0,300.0
1.0,14.0,165.0,52.0,1.0,1.0,1.0,6.0,4.0,1.0,1.0,60.0,180.0
1.0,13.0,168.0,78.0,3.0,3.0,1.0,2.0,4.0,1.0,1.0,120.0,120.0
1.0,14.0,165.0,48.0,1.0,2.0,1.0,5.0,4.0,1.0,1.0,40.0,80.0
1.0,13.0,165.0,56.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0
1.0,14.0,175.0,68.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0
1.0,13.0,169.0,70.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,20.0,60.0
1.0,13.0,177.0,72.0,5.0,3.0,2.0,8.0,3.0,1.0,1.0,60.0,180.0
1.0,14.0,173.0,70.0,4.0,1.0,1.0,8.0,3.0,1.0,1.0,60.0,40.0
1.0,13.0,175.0,84.0,5.0,3.0,3.0,5.0,2.0,1.0,1.0,120.0,120.0
1.0,14.0,177.0,79.0,3.0,2.0,2.0,2.0,5.0,2.0,1.0,60.0,60.0
1.0,14.0,173.5,69.5,2.0,3.0,2.0,3.0,4.0,1.0,1.0,120.0,120.0
1.0,14.0,168.0,53.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,140.0,180.0
1.0,13.0,170.1,58.5,1.0,1.0,2.0,4.0,4.0,1.0,1.0,180.0,180.0
1.0,14.0,177.0,65.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,60.0
1.0,15.0,179.7,67.9,4.0,2.0,1.0,8.0,2.0,1.0,1.0,0.0,210.0
1.0,14.0,166.0,54.0,5.0,3.0,3.0,4.0,3.0,2.0,1.0,300.0,0.0
1.0,14.0,166.7,73.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,30.0
1.0,15.0,180.0,82.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,0.0,0.0
1.0,15.0,173.0,75.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,20.0,20.0
1.0,14.0,177.7,64.3,3.0,3.0,3.0,1.0,4.0,2.0,2.0,180.0,120.0
1.0,15.0,170.0,67.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,0.0,0.0
1.0,14.0,183.0,66.0,3.0,3.0,2.0,6.0,5.0,2.0,2.0,120.0,120.0
1.0,15.0,175.0,64.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,30.0,30.0
1.0,14.0,172.0,63.0,4.0,2.0,2.0,4.0,3.0,2.0,1.0,120.0,120.0
1.0,14.0,173.0,51.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,0.0,60.0
1.0,14.0,170.0,52.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,60.0,60.0
1.0,15.0,176.0,63.0,4.0,2.0,3.0,3.0,3.0,2.0,1.0,0.0,120.0
1.0,15.0,166.0,80.0,3.0,5.0,2.0,1.0,3.0,2.0,2.0,0.0,0.0
1.0,14.0,174.0,67.0,4.0,3.0,2.0,4.0,3.0,1.0,1.0,30.0,60.0
1.0,15.0,176.0,75.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0
1.0,14.0,178.0,82.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0
1.0,14.0,180.0,90.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0
1.0,14.0,178.0,93.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,60.0,60.0
1.0,14.0,178.0,82.0,2.0,3.0,1.0,8.0,5.0,2.0,2.0,0.0,0.0
1.0,14.0,174.0,75.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,0.0,0.0
2.0,12.0,154.6,35.0,4.0,3.0,3.0,1.0,4.0,2.0,1.0,60.0,150.0
1.0,12.0,162.6,49.7,2.0,2.0,1.0,5.0,3.0,2.0,1.0,70.0,130.0
2.0,12.0,162.7,47.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,0.0,420.0
2.0,12.0,158.8,48.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,150.0,180.0
1.0,12.0,162.0,49.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0,60.0
2.0,13.0,161.2,45.9,1.0,3.0,2.0,1.0,3.0,1.0,1.0,30.0,180.0
2.0,13.0,159.5,39.8,2.0,3.0,2.0,1.0,3.0,1.0,1.0,20.0,20.0
2.0,12.0,152.8,47.0,2.0,2.0,3.0,5.0,4.0,1.0,1.0,230.0,300.0
1.0,13.0,166.0,73.0,2.0,3.0,2.0,8.0,1.0,2.0,1.0,120.0,120.0
2.0,12.0,158.8,42.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,120.0,180.0
2.0,12.0,154.0,39.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,180.0,180.0
2.0,12.0,157.0,44.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,30.0,180.0
2.0,12.0,165.3,55.0,1.0,1.0,1.0,6.0,5.0,1.0,1.0,60.0,90.0
1.0,12.0,165.0,60.0,1.0,4.0,2.0,7.0,4.0,1.0,1.0,30.0,120.0
1.0,13.0,154.0,35.0,3.0,3.0,4.0,2.0,5.0,1.0,1.0,60.0,0.0
1.0,13.0,156.0,40.0,2.0,2.0,1.0,7.0,3.0,1.0,1.0,120.0,180.0
2.0,13.0,157.0,39.0,3.0,3.0,2.0,1.0,4.0,1.0,1.0,180.0,300.0
1.0,12.0,162.9,79.0,4.0,4.0,4.0,6.0,4.0,1.0,1.0,70.0,250.0
2.0,13.0,157.7,44.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,120.0,240.0
1.0,12.0,167.0,51.0,4.0,3.0,2.0,1.0,3.0,1.0,1.0,180.0,300.0
1.0,13.0,166.0,54.0,3.0,2.0,1.0,4.0,3.0,1.0,1.0,0.0,80.0
2.0,13.0,161.1,68.0,5.0,2.0,3.0,3.0,4.0,2.0,1.0,540.0,600.0
2.0,12.0,159.0,43.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0,0.0,0.0
2.0,13.0,157.9,47.6,1.0,2.0,2.0,1.0,4.0,1.0,1.0,60.0,120.0
2.0,13.0,162.0,52.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0
2.0,13.0,160.0,65.0,3.0,3.0,2.0,1.0,4.0,1.0,1.0,0.0,120.0
1.0,13.0,175.0,67.0,3.0,3.0,1.0,5.0,4.0,1.0,1.0,60.0,0.0
2.0,13.0,154.7,47.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,180.0,600.0
1.0,14.0,168.0,48.0,3.0,2.0,1.0,6.0,2.0,2.0,1.0,180.0,300.0
1.0,14.0,162.3,64.0,4.0,4.0,3.0,6.0,3.0,1.0,1.0,60.0,180.0
1.0,14.0,175.3,57.0,3.0,3.0,1.0,7.0,3.0,1.0,1.0,180.0,300.0
1.0,13.0,166.0,74.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,180.0,300.0
2.0,13.0,168.0,68.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0,0.0,0.0
1.0,14.0,161.8,42.0,2.0,2.0,1.0,8.0,1.0,2.0,1.0,180.0,240.0
2.0,14.0,161.7,62.0,5.0,3.0,3.0,3.0,3.0,1.0,1.0,180.0,180.0
1.0,13.0,167.0,50.3,1.0,2.0,3.0,6.0,2.0,1.0,1.0,300.0,480.0
1.0,13.0,172.0,90.0,5.0,3.0,2.0,2.0,4.0,1.0,1.0,60.0,60.0
1.0,13.0,178.0,57.0,2.0,3.0,2.0,3.0,4.0,1.0,1.0,20.0,30.0
2.0,14.0,153.0,45.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,210.0,280.0
2.0,13.0,165.0,45.0,3.0,3.0,4.0,1.0,5.0,2.0,1.0,60.0,0.0
1.0,13.0,174.0,83.0,5.0,2.0,1.0,4.0,2.0,2.0,2.0,600.0,600.0
2.0,14.0,152.2,49.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,120.0,40.0
2.0,13.0,162.2,52.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,0.0,100.0
2.0,13.0,161.2,54.0,3.0,3.0,3.0,1.0,5.0,1.0,1.0,300.0,300.0
1.0,13.0,160.0,50.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,120.0,240.0
2.0,14.0,155.0,54.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,120.0,480.0
2.0,13.0,154.2,53.0,1.0,2.0,2.0,6.0,3.0,1.0,1.0,90.0,120.0
2.0,15.0,160.0,49.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,120.0,240.0
2.0,14.0,161.0,47.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,180.0,240.0
1.0,15.0,168.9,72.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,80.0,370.0
2.0,15.0,160.7,50.0,3.0,2.0,2.0,4.0,4.0,1.0,1.0,240.0,300.0
2.0,15.0,163.1,49.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,60.0,120.0
1.0,14.0,162.0,80.0,2.0,3.0,2.0,8.0,2.0,1.0,1.0,60.0,0.0
1.0,14.0,177.2,82.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,0.0,300.0
1.0,15.0,173.0,58.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,180.0,360.0
2.0,15.0,162.0,49.0,2.0,3.0,3.0,1.0,4.0,1.0,1.0,180.0,300.0
2.0,15.0,168.0,59.0,5.0,5.0,2.0,7.0,5.0,2.0,1.0,180.0,300.0
2.0,15.0,159.6,43.5,3.0,2.0,1.0,1.0,4.0,1.0,1.0,180.0,360.0
1.0,15.0,178.0,53.0,1.0,3.0,4.0,3.0,3.0,1.0,1.0,60.0,0.0
1.0,14.0,167.7,83.9,3.0,2.0,3.0,3.0,2.0,1.0,1.0,60.0,300.0
2.0,14.0,154.0,50.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,0.0,20.0
2.0,15.0,153.0,39.0,2.0,4.0,1.0,3.0,2.0,2.0,1.0,300.0,420.0
2.0,14.0,153.6,61.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,300.0,300.0
2.0,14.0,162.8,48.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,60.0,240.0
2.0,14.0,165.0,65.0,4.0,3.0,2.0,1.0,5.0,1.0,1.0,0.0,0.0
2.0,15.0,157.3,58.0,4.0,3.0,3.0,2.0,4.0,1.0,1.0,70.0,30.0
1.0,15.0,168.0,47.0,5.0,5.0,3.0,3.0,2.0,2.0,2.0,600.0,600.0
2.0,14.0,163.0,58.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,240.0,600.0
2.0,14.0,161.6,48.4,1.0,3.0,2.0,2.0,2.0,1.0,1.0,120.0,60.0
1.0,14.0,160.0,60.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,180.0,300.0
1.0,15.0,174.0,56.0,4.0,2.0,1.0,5.0,3.0,1.0,1.0,0.0,0.0
1.0,15.0,176.0,58.0,3.0,2.0,3.0,4.0,4.0,1.0,1.0,180.0,240.0
1.0,15.0,161.0,57.0,3.0,2.0,2.0,1.0,5.0,1.0,1.0,420.0,600.0
1.0,15.0,180.0,68.5,5.0,1.0,1.0,8.0,2.0,2.0,2.0,0.0,0.0
1.0,12.0,153.0,51.0,3.0,3.0,4.0,1.0,2.0,2.0,1.0,0.0,0.0
1.0,13.0,166.0,65.7,3.0,4.0,2.0,5.0,3.0,1.0,1.0,150.0,240.0
1.0,12.0,165.0,51.4,2.0,2.0,3.0,4.0,4.0,1.0,1.0,0.0,0.0
1.0,13.0,163.0,67.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,60.0,480.0
1.0,13.0,157.8,49.7,2.0,2.0,1.0,3.0,4.0,1.0,1.0,60.0,180.0
1.0,12.0,148.0,41.7,2.0,2.0,2.0,4.0,2.0,1.0,1.0,60.0,120.0
1.0,13.0,163.0,65.0,1.0,2.0,3.0,5.0,4.0,1.0,1.0,0.0,300.0
1.0,12.0,166.7,75.0,3.0,1.0,2.0,6.0,1.0,1.0,1.0,180.0,180.0
1.0,12.0,170.0,54.0,2.0,2.0,1.0,7.0,2.0,1.0,1.0,60.0,120.0
2.0,12.0,153.0,41.8,2.0,2.0,2.0,1.0,4.0,1.0,1.0,120.0,60.0
2.0,13.0,153.0,54.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,180.0,240.0
2.0,12.0,158.2,56.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,120.0,180.0
2.0,12.0,162.5,58.0,3.0,2.0,2.0,2.0,5.0,1.0,1.0,240.0,360.0
2.0,13.0,161.0,45.0,4.0,3.0,2.0,1.0,3.0,1.0,1.0,180.0,240.0
1.0,12.0,145.0,36.1,3.0,2.0,1.0,2.0,1.0,1.0,1.0,60.0,30.0
2.0,13.0,170.5,60.0,2.0,3.0,2.0,4.0,4.0,1.0,1.0,160.0,200.0
2.0,13.0,165.0,55.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,90.0,180.0
2.0,13.0,159.7,56.2,2.0,2.0,2.0,3.0,5.0,1.0,1.0,240.0,360.0
2.0,13.0,157.8,52.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,120.0,300.0
1.0,12.0,152.0,49.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,80.0,120.0
2.0,12.0,158.0,46.0,4.0,2.0,2.0,1.0,3.0,1.0,1.0,120.0,180.0
2.0,13.0,165.4,45.2,3.0,3.0,2.0,1.0,2.0,1.0,1.0,180.0,180.0
1.0,12.0,148.0,45.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0
2.0,12.0,157.0,57.0,2.0,1.0,2.0,4.0,5.0,1.0,1.0,30.0,120.0
2.0,13.0,153.0,43.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,180.0,120.0
2.0,13.0,160.0,54.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,60.0,180.0
1.0,13.0,175.0,63.0,3.0,2.0,1.0,8.0,2.0,1.0,1.0,0.0,0.0
1.0,14.0,170.0,58.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,60.0,120.0
1.0,13.0,160.0,48.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,0.0,240.0
1.0,13.0,171.0,57.0,5.0,4.0,1.0,3.0,2.0,1.0,1.0,60.0,120.0
1.0,14.0,165.0,48.6,1.0,3.0,1.0,3.0,2.0,1.0,1.0,120.0,120.0
2.0,13.0,150.0,45.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,30.0,60.0
2.0,14.0,156.8,50.0,3.0,2.0,3.0,1.0,5.0,2.0,1.0,0.0,0.0
2.0,14.0,158.8,48.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0
2.0,14.0,150.0,56.0,3.0,2.0,3.0,1.0,5.0,2.0,1.0,270.0,270.0
2.0,14.0,168.0,49.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0
1.0,14.0,174.0,65.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,120.0,120.0
1.0,14.0,166.0,51.0,2.0,2.0,4.0,1.0,5.0,1.0,1.0,240.0,300.0
1.0,13.0,167.0,70.0,3.0,1.0,2.0,5.0,3.0,1.0,1.0,480.0,480.0
2.0,14.0,165.0,56.0,3.0,3.0,3.0,1.0,5.0,1.0,1.0,220.0,270.0
2.0,13.0,159.6,54.5,2.0,3.0,3.0,3.0,4.0,1.0,1.0,70.0,210.0
2.0,13.0,158.0,45.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,150.0,180.0
2.0,14.0,172.0,60.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,60.0,0.0
2.0,13.0,167.0,45.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,60.0,90.0
2.0,13.0,159.5,47.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,60.0,120.0
2.0,14.0,152.6,45.0,2.0,3.0,2.0,3.0,4.0,1.0,1.0,60.0,180.0
2.0,13.0,166.0,55.4,3.0,3.0,3.0,1.0,3.0,1.0,1.0,120.0,240.0
1.0,13.0,168.1,66.0,2.0,3.0,1.0,1.0,5.0,1.0,1.0,230.0,300.0
1.0,13.0,178.1,83.0,3.0,2.0,2.0,4.0,4.0,2.0,1.0,180.0,240.0
1.0,13.0,165.0,63.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,600.0,600.0
2.0,15.0,160.0,58.0,3.0,1.0,4.0,6.0,4.0,1.0,1.0,220.0,500.0
2.0,14.0,165.0,64.2,1.0,2.0,2.0,1.0,4.0,1.0,1.0,120.0,180.0
1.0,14.0,176.0,55.0,3.0,2.0,2.0,3.0,4.0,1.0,1.0,0.0,0.0
2.0,14.0,154.0,42.0,3.0,2.0,4.0,1.0,4.0,2.0,1.0,240.0,480.0
2.0,14.0,165.0,43.5,2.0,2.0,2.0,8.0,1.0,1.0,1.0,90.0,120.0
1.0,14.0,166.0,45.0,3.0,2.0,2.0,2.0,5.0,2.0,1.0,30.0,120.0
1.0,14.0,170.0,61.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,60.0,60.0
1.0,14.0,162.0,55.0,1.0,2.0,2.0,6.0,4.0,2.0,1.0,60.0,120.0
1.0,15.0,166.0,38.0,2.0,1.0,2.0,5.0,3.0,1.0,1.0,120.0,190.0
1.0,15.0,173.5,70.0,1.0,3.0,1.0,6.0,5.0,1.0,1.0,600.0,600.0
1.0,14.0,174.0,55.0,4.0,3.0,2.0,2.0,4.0,2.0,1.0,120.0,0.0
1.0,14.0,172.4,78.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,60.0,240.0
2.0,15.0,165.0,75.0,3.0,2.0,4.0,1.0,5.0,1.0,1.0,0.0,60.0
2.0,15.0,163.0,58.0,2.0,2.0,3.0,1.0,5.0,1.0,1.0,60.0,240.0
2.0,15.0,162.0,69.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,240.0,240.0
2.0,15.0,150.0,46.0,5.0,3.0,3.0,1.0,3.0,2.0,1.0,600.0,600.0
2.0,15.0,173.0,62.0,3.0,2.0,3.0,2.0,5.0,2.0,1.0,180.0,240.0
2.0,15.0,172.0,57.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,180.0,240.0
1.0,14.0,170.0,79.8,3.0,3.0,3.0,3.0,3.0,1.0,1.0,180.0,300.0
2.0,14.0,167.0,50.0,4.0,4.0,3.0,1.0,4.0,1.0,1.0,330.0,440.0
2.0,15.0,156.0,54.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,60.0,150.0
1.0,14.0,175.0,75.0,3.0,3.0,3.0,5.0,2.0,1.0,1.0,0.0,180.0
1.0,15.0,170.1,65.0,4.0,3.0,2.0,3.0,3.0,1.0,1.0,30.0,30.0
2.0,14.0,152.0,56.0,4.0,3.0,2.0,2.0,4.0,2.0,1.0,140.0,240.0
1.0,12.0,167.0,51.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,240.0,480.0
1.0,13.0,141.0,30.8,2.0,4.0,4.0,2.0,5.0,1.0,1.0,150.0,220.0
2.0,12.0,155.0,49.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0
2.0,13.0,160.0,48.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,120.0,180.0
2.0,12.0,159.5,40.0,2.0,2.0,3.0,2.0,4.0,1.0,1.0,240.0,420.0
2.0,12.0,156.7,45.5,2.0,3.0,1.0,3.0,4.0,1.0,1.0,180.0,60.0
2.0,12.0,162.3,61.0,3.0,1.0,2.0,5.0,3.0,1.0,1.0,150.0,180.0
2.0,12.0,148.1,48.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,180.0,300.0
2.0,13.0,165.0,50.0,2.0,3.0,1.0,5.0,2.0,1.0,1.0,0.0,10.0
1.0,13.0,164.2,66.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0
1.0,13.0,170.5,65.0,1.0,5.0,3.0,8.0,2.0,2.0,1.0,240.0,0.0
1.0,13.0,163.0,49.4,3.0,3.0,2.0,3.0,3.0,1.0,1.0,540.0,600.0
1.0,12.0,167.0,42.0,2.0,3.0,2.0,5.0,2.0,1.0,1.0,100.0,120.0
1.0,12.0,155.0,47.0,2.0,3.0,2.0,5.0,3.0,1.0,1.0,120.0,240.0
1.0,12.0,151.0,33.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,120.0,0.0
1.0,13.0,174.8,51.5,1.0,2.0,1.0,4.0,5.0,2.0,1.0,0.0,0.0
2.0,13.0,154.0,42.0,1.0,4.0,4.0,3.0,4.0,1.0,1.0,240.0,420.0
2.0,12.0,163.0,52.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,30.0,50.0
2.0,13.0,159.8,49.6,3.0,3.0,1.0,8.0,3.0,2.0,2.0,240.0,470.0
2.0,14.0,161.0,49.0,4.0,3.0,3.0,8.0,2.0,1.0,1.0,420.0,600.0
2.0,13.0,167.0,54.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,60.0,60.0
2.0,13.0,162.0,50.0,4.0,3.0,2.0,4.0,4.0,1.0,1.0,60.0,280.0
1.0,14.0,165.8,46.0,5.0,2.0,1.0,4.0,4.0,1.0,1.0,360.0,360.0
2.0,14.0,165.0,56.5,3.0,3.0,2.0,7.0,2.0,1.0,1.0,150.0,270.0
2.0,14.0,164.0,63.0,2.0,4.0,1.0,4.0,5.0,1.0,1.0,240.0,240.0
1.0,13.0,168.0,54.0,2.0,3.0,2.0,7.0,3.0,1.0,1.0,70.0,160.0
1.0,14.0,169.0,71.0,4.0,3.0,1.0,8.0,2.0,1.0,1.0,210.0,240.0
1.0,14.0,172.3,52.4,1.0,2.0,2.0,6.0,3.0,1.0,1.0,60.0,120.0
1.0,14.0,172.2,67.6,2.0,3.0,1.0,8.0,1.0,2.0,1.0,300.0,180.0
1.0,14.0,172.5,64.0,1.0,1.0,1.0,8.0,3.0,1.0,1.0,120.0,180.0
1.0,13.0,165.0,70.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,600.0,600.0
1.0,14.0,182.0,70.0,3.0,3.0,2.0,7.0,3.0,1.0,1.0,120.0,180.0
1.0,13.0,174.0,66.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,0.0,60.0
